departamento,municipio,codigo_dane,armas_medios,fecha_hecho,genero,grupo_etario,tipo_de_hurto,cantidad
CASANARE,YOPAL (CT),85001000,SIN EMPLEO DE ARMAS,27/07/2015,FEMENINO,ADULTOS,HURTO ABIGEATO,1
SANTANDER,ONZAGA,68502000,SIN EMPLEO DE ARMAS,12/10/2015,MASCULINO,ADULTOS,HURTO ABIGEATO,1
HUILA,AIPE,41016000,SIN EMPLEO DE ARMAS,10/10/2015,MASCULINO,ADULTOS,HURTO ABIGEATO,1
BOLIVAR,EL CARMEN DE BOLIVAR,13244000,SIN EMPLEO DE ARMAS,13/10/2015,MASCULINO,ADULTOS,HURTO ABIGEATO,1
ANTIOQUIA,SOPETRAN,5761000,SIN EMPLEO DE ARMAS,14/10/2015,MASCULINO,ADULTOS,HURTO ABIGEATO,1
ARAUCA,ARAUCA (CT),81001000,SIN EMPLEO DE ARMAS,24/09/2015,MASCULINO,ADULTOS,HURTO ABIGEATO,1
BOLIVAR,MAGANGUE,13430000,SIN EMPLEO DE ARMAS,07/10/2015,MASCULINO,ADULTOS,HURTO ABIGEATO,1
NARINO,PASTO (CT),52001000,SIN EMPLEO DE ARMAS,13/10/2015,FEMENINO,ADULTOS,HURTO ABIGEATO,1
CORDOBA,SAHAGUN,23660000,SIN EMPLEO DE ARMAS,09/10/2015,FEMENINO,ADULTOS,HURTO ABIGEATO,1
NARINO,TANGUA,52788000,SIN EMPLEO DE ARMAS,14/10/2015,MASCULINO,ADULTOS,HURTO ABIGEATO,1
BOYACA,VILLA DE LEYVA,15407000,SIN EMPLEO DE ARMAS,27/09/2015,FEMENINO,ADULTOS,HURTO ABIGEATO,1
QUINDIO,MONTENEGRO,63470000,SIN EMPLEO DE ARMAS,17/08/2015,MASCULINO,ADULTOS,HURTO ABIGEATO,1
MAGDALENA,NUEVA GRANADA,47460000,SIN EMPLEO DE ARMAS,14/08/2015,MASCULINO,ADULTOS,HURTO ABIGEATO,1
CORDOBA,PLANETA RICA,23555000,SIN EMPLEO DE ARMAS,13/10/2015,MASCULINO,ADULTOS,HURTO ABIGEATO,1
SUCRE,SAN LUIS DE SINCE,70742000,SIN EMPLEO DE ARMAS,03/08/2015,MASCULINO,ADULTOS,HURTO ABIGEATO,1
SUCRE,COROZAL,70215000,SIN EMPLEO DE ARMAS,18/09/2015,MASCULINO,ADULTOS,HURTO ABIGEATO,1
CAQUETA,FLORENCIA (CT),18001000,SIN EMPLEO DE ARMAS,20/09/2015,MASCULINO,ADULTOS,HURTO ABIGEATO,1
BOYACA,PAIPA,15516000,SIN EMPLEO DE ARMAS,19/09/2015,MASCULINO,ADULTOS,HURTO ABIGEATO,1
ATLANTICO,SABANALARGA,8638000,SIN EMPLEO DE ARMAS,11/09/2015,MASCULINO,ADULTOS,HURTO ABIGEATO,1
CAQUETA,FLORENCIA (CT),18001000,SIN EMPLEO DE ARMAS,09/10/2015,MASCULINO,ADULTOS,HURTO ABIGEATO,1
ATLANTICO,SABANALARGA,8638000,SIN EMPLEO DE ARMAS,14/09/2015,MASCULINO,ADULTOS,HURTO ABIGEATO,1
ATLANTICO,SABANALARGA,8638000,SIN EMPLEO DE ARMAS,02/10/2015,MASCULINO,ADULTOS,HURTO ABIGEATO,1
CORDOBA,CHINU,23182000,SIN EMPLEO DE ARMAS,15/10/2015,MASCULINO,ADULTOS,HURTO ABIGEATO,1
CAUCA,MORALES,19473000,SIN EMPLEO DE ARMAS,18/08/2015,MASCULINO,ADULTOS,HURTO ABIGEATO,1
ANTIOQUIA,BELMIRA,5086000,SIN EMPLEO DE ARMAS,03/09/2015,MASCULINO,ADULTOS,HURTO ABIGEATO,1
CORDOBA,SAN PELAYO,23686000,SIN EMPLEO DE ARMAS,18/10/2015,MASCULINO,ADULTOS,HURTO ABIGEATO,1
GUAJIRA,RIOHACHA (CT),44001000,SIN EMPLEO DE ARMAS,30/08/2015,FEMENINO,ADULTOS,HURTO ABIGEATO,1
TOLIMA,CASABIANCA,73152002,SIN EMPLEO DE ARMAS,26/08/2015,MASCULINO,ADULTOS,HURTO ABIGEATO,1
CESAR,AGUSTIN CODAZZI,20013003,SIN EMPLEO DE ARMAS,06/08/2015,MASCULINO,ADULTOS,HURTO ABIGEATO,1
VALLE,CARTAGO,76147000,SIN EMPLEO DE ARMAS,10/10/2015,MASCULINO,ADULTOS,HURTO ABIGEATO,1
META,CASTILLA LA NUEVA,50150000,SIN EMPLEO DE ARMAS,12/09/2015,FEMENINO,ADULTOS,HURTO ABIGEATO,1
BOLIVAR,CORDOBA,13212000,SIN EMPLEO DE ARMAS,27/09/2015,MASCULINO,ADULTOS,HURTO ABIGEATO,1
META,PUERTO LOPEZ,50573000,SIN EMPLEO DE ARMAS,03/10/2015,FEMENINO,ADULTOS,HURTO ABIGEATO,1
META,PUERTO LOPEZ,50573000,SIN EMPLEO DE ARMAS,08/10/2015,FEMENINO,ADULTOS,HURTO ABIGEATO,1
BOLIVAR,MAGANGUE,13430000,SIN EMPLEO DE ARMAS,02/10/2015,MASCULINO,ADULTOS,HURTO ABIGEATO,1
QUINDIO,QUIMBAYA,63594000,SIN EMPLEO DE ARMAS,06/10/2015,MASCULINO,ADULTOS,HURTO ABIGEATO,1
BOLIVAR,CALAMAR,13140000,SIN EMPLEO DE ARMAS,16/10/2015,FEMENINO,ADULTOS,HURTO ABIGEATO,1
SANTANDER,BARRANCABERMEJA,68081000,SIN EMPLEO DE ARMAS,13/10/2015,MASCULINO,ADULTOS,HURTO ABIGEATO,1
CORDOBA,PLANETA RICA,23555000,SIN EMPLEO DE ARMAS,20/10/2015,MASCULINO,ADULTOS,HURTO ABIGEATO,1
ANTIOQUIA,SANTA ROSA DE OSOS,5686000,SIN EMPLEO DE ARMAS,04/10/2015,MASCULINO,ADULTOS,HURTO ABIGEATO,1
META,SAN JUAN DE ARAMA,50683000,SIN EMPLEO DE ARMAS,09/09/2015,MASCULINO,ADULTOS,HURTO ABIGEATO,1
TOLIMA,LERIDA,73408000,SIN EMPLEO DE ARMAS,06/08/2015,MASCULINO,ADULTOS,HURTO ABIGEATO,1
HUILA,PITALITO,41551000,SIN EMPLEO DE ARMAS,24/08/2015,MASCULINO,ADULTOS,HURTO ABIGEATO,1
CAUCA,EL TAMBO,19256000,SIN EMPLEO DE ARMAS,15/09/2015,MASCULINO,ADULTOS,HURTO ABIGEATO,1
CAUCA,EL TAMBO,19256000,SIN EMPLEO DE ARMAS,24/08/2015,MASCULINO,ADULTOS,HURTO ABIGEATO,1
VALLE,PRADERA,76563000,SIN EMPLEO DE ARMAS,08/08/2015,MASCULINO,ADULTOS,HURTO ABIGEATO,1
VALLE,CALI (CT),76001000,SIN EMPLEO DE ARMAS,12/10/2015,MASCULINO,ADULTOS,HURTO ABIGEATO,1
BOLIVAR,ARJONA,13052000,SIN EMPLEO DE ARMAS,19/10/2015,MASCULINO,ADULTOS,HURTO ABIGEATO,1
SANTANDER,BARRANCABERMEJA,68081000,SIN EMPLEO DE ARMAS,04/10/2015,MASCULINO,ADULTOS,HURTO ABIGEATO,1
ANTIOQUIA,SANTA ROSA DE OSOS,5686000,SIN EMPLEO DE ARMAS,01/10/2015,MASCULINO,ADULTOS,HURTO ABIGEATO,1
VALLE,VERSALLES,76863000,SIN EMPLEO DE ARMAS,14/10/2015,MASCULINO,ADULTOS,HURTO ABIGEATO,1
CAQUETA,FLORENCIA (CT),18001000,SIN EMPLEO DE ARMAS,02/08/2015,MASCULINO,ADULTOS,HURTO ABIGEATO,1
ANTIOQUIA,BRICENO,5107000,SIN EMPLEO DE ARMAS,25/08/2015,FEMENINO,ADULTOS,HURTO ABIGEATO,1
CORDOBA,MONTERIA (CT),23001000,SIN EMPLEO DE ARMAS,20/10/2015,MASCULINO,ADULTOS,HURTO ABIGEATO,1
CORDOBA,PLANETA RICA,23555000,SIN EMPLEO DE ARMAS,20/08/2015,MASCULINO,ADULTOS,HURTO ABIGEATO,1
VALLE,EL CERRITO,76248000,SIN EMPLEO DE ARMAS,02/10/2015,MASCULINO,ADULTOS,HURTO ABIGEATO,1
CORDOBA,PLANETA RICA,23555000,SIN EMPLEO DE ARMAS,17/10/2015,MASCULINO,ADULTOS,HURTO ABIGEATO,1
VALLE,PALMIRA,76520000,SIN EMPLEO DE ARMAS,23/09/2015,MASCULINO,ADULTOS,HURTO ABIGEATO,1
VALLE,CALI (CT),76001000,SIN EMPLEO DE ARMAS,19/10/2015,FEMENINO,ADULTOS,HURTO ABIGEATO,1
QUINDIO,SALENTO,63690000,SIN EMPLEO DE ARMAS,29/08/2015,MASCULINO,ADULTOS,HURTO ABIGEATO,1
VALLE,CALI (CT),76001000,SIN EMPLEO DE ARMAS,18/10/2015,FEMENINO,ADULTOS,HURTO ABIGEATO,1
CASANARE,PAZ DE ARIPORO,85250000,SIN EMPLEO DE ARMAS,14/10/2015,FEMENINO,ADULTOS,HURTO ABIGEATO,1
ANTIOQUIA,RIONEGRO,5615000,SIN EMPLEO DE ARMAS,10/10/2015,MASCULINO,ADULTOS,HURTO ABIGEATO,1
CAUCA,TOTORO,19824000,SIN EMPLEO DE ARMAS,29/08/2015,MASCULINO,ADULTOS,HURTO ABIGEATO,1
CESAR,VALLEDUPAR (CT),20001013,SIN EMPLEO DE ARMAS,29/09/2015,MASCULINO,ADULTOS,HURTO ABIGEATO,1
SUCRE,SINCELEJO (CT),70001004,SIN EMPLEO DE ARMAS,03/10/2015,MASCULINO,ADULTOS,HURTO ABIGEATO,1
CORDOBA,CHINU,23182000,SIN EMPLEO DE ARMAS,23/10/2015,MASCULINO,ADULTOS,HURTO ABIGEATO,1
MAGDALENA,PIVIJAY,47551000,SIN EMPLEO DE ARMAS,20/10/2015,FEMENINO,ADULTOS,HURTO ABIGEATO,1
ANTIOQUIA,CAROLINA,5150000,SIN EMPLEO DE ARMAS,22/10/2015,MASCULINO,ADULTOS,HURTO ABIGEATO,1
CALDAS,NEIRA,17486000,SIN EMPLEO DE ARMAS,24/08/2015,MASCULINO,ADULTOS,HURTO ABIGEATO,1
CAUCA,POPAYAN (CT),19001000,SIN EMPLEO DE ARMAS,04/10/2015,MASCULINO,ADULTOS,HURTO ABIGEATO,1
RISARALDA,BALBOA,66075000,SIN EMPLEO DE ARMAS,20/10/2015,MASCULINO,ADULTOS,HURTO ABIGEATO,1
SUCRE,MAJAGUAL,70429000,SIN EMPLEO DE ARMAS,30/09/2015,MASCULINO,ADULTOS,HURTO ABIGEATO,1
BOLIVAR,EL CARMEN DE BOLIVAR,13244000,SIN EMPLEO DE ARMAS,09/10/2015,FEMENINO,ADULTOS,HURTO ABIGEATO,1
META,BARRANCA DE UPIA,50110000,SIN EMPLEO DE ARMAS,03/10/2015,MASCULINO,ADULTOS,HURTO ABIGEATO,1
ARAUCA,ARAUCA (CT),81001000,SIN EMPLEO DE ARMAS,13/10/2015,MASCULINO,ADULTOS,HURTO ABIGEATO,1
META,SAN MARTIN,50689000,SIN EMPLEO DE ARMAS,28/11/2024,MASCULINO,ADULTOS,HURTO ABIGEATO,1
META,CASTILLA LA NUEVA,50150000,SIN EMPLEO DE ARMAS,12/01/2025,MASCULINO,ADULTOS,HURTO ABIGEATO,1
CASANARE,YOPAL (CT),85001000,SIN EMPLEO DE ARMAS,12/10/2015,MASCULINO,ADULTOS,HURTO ABIGEATO,1
BOYACA,CHIQUINQUIRA,15176000,SIN EMPLEO DE ARMAS,25/09/2015,MASCULINO,ADULTOS,HURTO ABIGEATO,1
META,MESETAS,50330000,SIN EMPLEO DE ARMAS,22/10/2015,MASCULINO,ADULTOS,HURTO ABIGEATO,1
SANTANDER,SAN ANDRES,68669000,SIN EMPLEO DE ARMAS,12/01/2025,MASCULINO,ADULTOS,HURTO ABIGEATO,1
BOYACA,CALDAS,15131000,SIN EMPLEO DE ARMAS,21/10/2015,MASCULINO,ADULTOS,HURTO ABIGEATO,1
GUAJIRA,FONSECA,44279000,SIN EMPLEO DE ARMAS,29/09/2015,MASCULINO,ADULTOS,HURTO ABIGEATO,1
CAUCA,POPAYAN (CT),19001000,SIN EMPLEO DE ARMAS,29/09/2015,MASCULINO,ADULTOS,HURTO ABIGEATO,1
CAUCA,TIMBIO,19807000,SIN EMPLEO DE ARMAS,20/10/2015,MASCULINO,ADULTOS,HURTO ABIGEATO,1
HUILA,TELLO,41799000,SIN EMPLEO DE ARMAS,03/10/2015,MASCULINO,ADULTOS,HURTO ABIGEATO,1
ANTIOQUIA,MEDELLIN (CT),5001000,SIN EMPLEO DE ARMAS,20/09/2015,MASCULINO,ADULTOS,HURTO ABIGEATO,1
CASANARE,AGUAZUL,85010000,SIN EMPLEO DE ARMAS,24/10/2015,MASCULINO,ADULTOS,HURTO ABIGEATO,1
VALLE,CALI (CT),76001000,SIN EMPLEO DE ARMAS,20/10/2015,MASCULINO,ADULTOS,HURTO ABIGEATO,1
CESAR,SAN DIEGO,20750009,SIN EMPLEO DE ARMAS,24/09/2015,MASCULINO,ADULTOS,HURTO ABIGEATO,1
CASANARE,HATO COROZAL,85125000,SIN EMPLEO DE ARMAS,02/10/2015,FEMENINO,ADULTOS,HURTO ABIGEATO,1
META,VILLAVICENCIO (CT),50001000,SIN EMPLEO DE ARMAS,10/08/2015,FEMENINO,ADULTOS,HURTO ABIGEATO,1
CASANARE,PAZ DE ARIPORO,85250000,SIN EMPLEO DE ARMAS,23/10/2015,MASCULINO,ADULTOS,HURTO ABIGEATO,1
TOLIMA,ALVARADO,73026000,SIN EMPLEO DE ARMAS,21/09/2015,FEMENINO,ADULTOS,HURTO ABIGEATO,1
CAUCA,PATIA,19532000,SIN EMPLEO DE ARMAS,04/10/2015,MASCULINO,ADULTOS,HURTO ABIGEATO,1
VALLE,CALI (CT),76001000,SIN EMPLEO DE ARMAS,25/10/2015,MASCULINO,ADULTOS,HURTO ABIGEATO,1
ARAUCA,ARAUCA (CT),81001000,SIN EMPLEO DE ARMAS,19/10/2015,MASCULINO,ADULTOS,HURTO ABIGEATO,1
VALLE,JAMUNDI,76364000,SIN EMPLEO DE ARMAS,27/10/2015,MASCULINO,ADULTOS,HURTO ABIGEATO,1
ATLANTICO,LURUACO,8421000,SIN EMPLEO DE ARMAS,28/10/2015,MASCULINO,ADULTOS,HURTO ABIGEATO,1
CASANARE,YOPAL (CT),85001000,SIN EMPLEO DE ARMAS,20/10/2015,MASCULINO,ADULTOS,HURTO ABIGEATO,1
GUAJIRA,FONSECA,44279000,SIN EMPLEO DE ARMAS,04/10/2015,MASCULINO,ADULTOS,HURTO ABIGEATO,1
ATLANTICO,CAMPO DE LA CRUZ,8137000,SIN EMPLEO DE ARMAS,18/09/2015,MASCULINO,ADULTOS,HURTO ABIGEATO,1
GUAJIRA,BARRANCAS,44078000,SIN EMPLEO DE ARMAS,15/08/2015,MASCULINO,ADULTOS,HURTO ABIGEATO,1
ATLANTICO,REPELON,8606000,SIN EMPLEO DE ARMAS,03/09/2015,MASCULINO,ADULTOS,HURTO ABIGEATO,1
CALDAS,RIOSUCIO,17614000,SIN EMPLEO DE ARMAS,27/09/2015,MASCULINO,ADULTOS,HURTO ABIGEATO,1
CALDAS,RIOSUCIO,17614000,SIN EMPLEO DE ARMAS,28/08/2015,MASCULINO,ADULTOS,HURTO ABIGEATO,1
GUAJIRA,DISTRACCION,44098000,SIN EMPLEO DE ARMAS,15/09/2015,FEMENINO,ADULTOS,HURTO ABIGEATO,1
ANTIOQUIA,TITIRIBI,5809000,SIN EMPLEO DE ARMAS,30/10/2015,MASCULINO,ADULTOS,HURTO ABIGEATO,1
ARAUCA,TAME,81794000,SIN EMPLEO DE ARMAS,04/09/2015,MASCULINO,ADULTOS,HURTO ABIGEATO,1
CESAR,BOSCONIA,20060000,SIN EMPLEO DE ARMAS,31/10/2015,MASCULINO,ADULTOS,HURTO ABIGEATO,1
CORDOBA,SAN PELAYO,23686000,SIN EMPLEO DE ARMAS,31/10/2015,MASCULINO,ADULTOS,HURTO ABIGEATO,1
GUAJIRA,SAN JUAN DEL CESAR,44650000,SIN EMPLEO DE ARMAS,27/09/2015,MASCULINO,ADULTOS,HURTO ABIGEATO,1
NARINO,GUALMATAN,52323000,SIN EMPLEO DE ARMAS,29/10/2015,MASCULINO,ADULTOS,HURTO ABIGEATO,1
VALLE,CALI (CT),76001000,SIN EMPLEO DE ARMAS,24/10/2015,MASCULINO,ADULTOS,HURTO ABIGEATO,1
NARINO,PASTO (CT),52001000,SIN EMPLEO DE ARMAS,29/10/2015,FEMENINO,ADULTOS,HURTO ABIGEATO,1
ANTIOQUIA,YONDO,5893000,SIN EMPLEO DE ARMAS,27/09/2015,MASCULINO,ADULTOS,HURTO ABIGEATO,1
QUINDIO,CALARCA,63130000,SIN EMPLEO DE ARMAS,08/09/2015,MASCULINO,ADULTOS,HURTO ABIGEATO,1
BOYACA,VENTAQUEMADA,15861000,SIN EMPLEO DE ARMAS,14/10/2015,FEMENINO,ADULTOS,HURTO ABIGEATO,1
CESAR,VALLEDUPAR (CT),20001000,SIN EMPLEO DE ARMAS,02/11/2015,MASCULINO,ADULTOS,HURTO ABIGEATO,1
CAUCA,POPAYAN (CT),19001000,SIN EMPLEO DE ARMAS,19/10/2015,FEMENINO,ADULTOS,HURTO ABIGEATO,1
CESAR,SAN ALBERTO,20710000,SIN EMPLEO DE ARMAS,24/09/2015,FEMENINO,ADULTOS,HURTO ABIGEATO,1
PUTUMAYO,COLON,86219000,SIN EMPLEO DE ARMAS,30/10/2015,MASCULINO,ADULTOS,HURTO ABIGEATO,1
CESAR,VALLEDUPAR (CT),20001018,SIN EMPLEO DE ARMAS,04/11/2015,MASCULINO,ADULTOS,HURTO ABIGEATO,1
MAGDALENA,ALGARROBO,47030000,SIN EMPLEO DE ARMAS,07/10/2015,FEMENINO,ADULTOS,HURTO ABIGEATO,1
CUNDINAMARCA,EL ROSAL,25260000,SIN EMPLEO DE ARMAS,15/10/2015,MASCULINO,ADULTOS,HURTO ABIGEATO,1
BOGOTA,BOGOTA D.C. (CT),11001000,SIN EMPLEO DE ARMAS,06/11/2015,MASCULINO,ADULTOS,HURTO ABIGEATO,1
GUAJIRA,URIBIA,44847000,SIN EMPLEO DE ARMAS,20/10/2015,MASCULINO,ADULTOS,HURTO ABIGEATO,1
SUCRE,SANTIAGO DE TOLU,70820007,SIN EMPLEO DE ARMAS,12/10/2015,MASCULINO,ADULTOS,HURTO ABIGEATO,1
CASANARE,PAZ DE ARIPORO,85250000,SIN EMPLEO DE ARMAS,02/10/2015,MASCULINO,ADULTOS,HURTO ABIGEATO,1
CORDOBA,MONTERIA (CT),23001000,SIN EMPLEO DE ARMAS,09/11/2015,MASCULINO,ADULTOS,HURTO ABIGEATO,1
SUCRE,TOLU VIEJO,70823010,SIN EMPLEO DE ARMAS,30/09/2015,FEMENINO,ADULTOS,HURTO ABIGEATO,1
CASANARE,NUNCHIA,85225000,SIN EMPLEO DE ARMAS,26/10/2015,FEMENINO,ADULTOS,HURTO ABIGEATO,1
HUILA,PITALITO,41551000,SIN EMPLEO DE ARMAS,06/11/2015,MASCULINO,ADULTOS,HURTO ABIGEATO,1
GUAJIRA,SAN JUAN DEL CESAR,44650000,SIN EMPLEO DE ARMAS,23/10/2015,MASCULINO,ADULTOS,HURTO ABIGEATO,1
ANTIOQUIA,CONCEPCION,5206000,SIN EMPLEO DE ARMAS,10/11/2015,MASCULINO,ADULTOS,HURTO ABIGEATO,1
CASANARE,HATO COROZAL,85125000,SIN EMPLEO DE ARMAS,15/09/2015,MASCULINO,ADULTOS,HURTO ABIGEATO,1
VALLE,VIJES,76869000,SIN EMPLEO DE ARMAS,03/11/2015,MASCULINO,ADULTOS,HURTO ABIGEATO,1
SUCRE,TOLU VIEJO,70823000,SIN EMPLEO DE ARMAS,13/09/2015,MASCULINO,ADULTOS,HURTO ABIGEATO,1
META,MESETAS,50330000,SIN EMPLEO DE ARMAS,05/11/2015,FEMENINO,ADULTOS,HURTO ABIGEATO,1
VALLE,GUADALAJARA DE BUGA,76111000,SIN EMPLEO DE ARMAS,11/11/2015,FEMENINO,ADULTOS,HURTO ABIGEATO,1
HUILA,NEIVA (CT),41001001,SIN EMPLEO DE ARMAS,06/11/2015,MASCULINO,ADULTOS,HURTO ABIGEATO,1
QUINDIO,MONTENEGRO,63470000,SIN EMPLEO DE ARMAS,09/09/2015,MASCULINO,ADULTOS,HURTO ABIGEATO,1
SANTANDER,BARRANCABERMEJA,68081000,SIN EMPLEO DE ARMAS,26/10/2015,MASCULINO,ADULTOS,HURTO ABIGEATO,1
CAQUETA,FLORENCIA (CT),18001000,SIN EMPLEO DE ARMAS,11/09/2015,MASCULINO,ADULTOS,HURTO ABIGEATO,1
SANTANDER,BARRANCABERMEJA,68081000,SIN EMPLEO DE ARMAS,15/10/2015,MASCULINO,ADULTOS,HURTO ABIGEATO,1
VALLE,ROLDANILLO,76622000,SIN EMPLEO DE ARMAS,14/11/2015,MASCULINO,ADULTOS,HURTO ABIGEATO,1
BOYACA,DUITAMA,15238000,SIN EMPLEO DE ARMAS,29/10/2015,MASCULINO,ADULTOS,HURTO ABIGEATO,1
BOYACA,SANTA ROSA DE VITERBO,15693000,SIN EMPLEO DE ARMAS,29/10/2015,MASCULINO,ADULTOS,HURTO ABIGEATO,1
ANTIOQUIA,YONDO,5893000,SIN EMPLEO DE ARMAS,01/10/2015,MASCULINO,ADULTOS,HURTO ABIGEATO,1
PUTUMAYO,PUERTO LEGUIZAMO,86573000,SIN EMPLEO DE ARMAS,25/10/2015,MASCULINO,ADULTOS,HURTO ABIGEATO,1
SUCRE,SAN LUIS DE SINCE,70742000,SIN EMPLEO DE ARMAS,07/09/2015,MASCULINO,ADULTOS,HURTO ABIGEATO,1
CESAR,AGUSTIN CODAZZI,20013000,SIN EMPLEO DE ARMAS,09/10/2015,MASCULINO,ADULTOS,HURTO ABIGEATO,1
CASANARE,HATO COROZAL,85125000,SIN EMPLEO DE ARMAS,30/10/2015,MASCULINO,ADULTOS,HURTO ABIGEATO,1
CASANARE,PORE,85263000,SIN EMPLEO DE ARMAS,08/11/2015,MASCULINO,ADULTOS,HURTO ABIGEATO,1
CASANARE,HATO COROZAL,85125000,SIN EMPLEO DE ARMAS,02/11/2015,MASCULINO,ADULTOS,HURTO ABIGEATO,1
HUILA,AGRADO,41013000,SIN EMPLEO DE ARMAS,12/11/2015,FEMENINO,ADULTOS,HURTO ABIGEATO,1
ATLANTICO,PALMAR DE VARELA,8520000,SIN EMPLEO DE ARMAS,25/10/2015,MASCULINO,ADULTOS,HURTO ABIGEATO,1
CASANARE,PAZ DE ARIPORO,85250000,SIN EMPLEO DE ARMAS,25/10/2015,FEMENINO,ADULTOS,HURTO ABIGEATO,1
ANTIOQUIA,SABANETA,5631000,SIN EMPLEO DE ARMAS,09/11/2015,MASCULINO,ADULTOS,HURTO ABIGEATO,1
CASANARE,PAZ DE ARIPORO,85250000,SIN EMPLEO DE ARMAS,09/11/2015,MASCULINO,ADULTOS,HURTO ABIGEATO,1
CESAR,AGUSTIN CODAZZI,20013000,SIN EMPLEO DE ARMAS,10/11/2015,MASCULINO,ADULTOS,HURTO ABIGEATO,1
CASANARE,TRINIDAD,85430000,SIN EMPLEO DE ARMAS,14/11/2015,MASCULINO,ADULTOS,HURTO ABIGEATO,1
ATLANTICO,CAMPO DE LA CRUZ,8137000,SIN EMPLEO DE ARMAS,04/11/2015,MASCULINO,ADULTOS,HURTO ABIGEATO,1
META,VILLAVICENCIO (CT),50001000,SIN EMPLEO DE ARMAS,09/09/2015,MASCULINO,ADULTOS,HURTO ABIGEATO,1
QUINDIO,ARMENIA (CT),63001000,SIN EMPLEO DE ARMAS,13/09/2015,MASCULINO,ADULTOS,HURTO ABIGEATO,1
CAQUETA,MORELIA,18479000,SIN EMPLEO DE ARMAS,16/11/2015,MASCULINO,ADULTOS,HURTO ABIGEATO,1
META,VILLAVICENCIO (CT),50001000,SIN EMPLEO DE ARMAS,02/09/2015,MASCULINO,ADULTOS,HURTO ABIGEATO,1
NORTE DE SANTANDER,CHINACOTA,54172000,SIN EMPLEO DE ARMAS,20/09/2015,MASCULINO,ADULTOS,HURTO ABIGEATO,1
BOYACA,PUERTO BOYACA,15572000,SIN EMPLEO DE ARMAS,12/09/2015,MASCULINO,ADULTOS,HURTO ABIGEATO,1
BOYACA,PUERTO BOYACA,15572000,SIN EMPLEO DE ARMAS,30/09/2015,MASCULINO,ADULTOS,HURTO ABIGEATO,1
CORDOBA,SAHAGUN,23660000,SIN EMPLEO DE ARMAS,18/11/2015,MASCULINO,ADULTOS,HURTO ABIGEATO,1
VALLE,GUADALAJARA DE BUGA,76111000,SIN EMPLEO DE ARMAS,17/10/2015,MASCULINO,ADULTOS,HURTO ABIGEATO,1
VALLE,YUMBO,76892000,SIN EMPLEO DE ARMAS,06/11/2015,FEMENINO,ADULTOS,HURTO ABIGEATO,1
TOLIMA,IBAGUE (CT),73001000,SIN EMPLEO DE ARMAS,20/11/2015,MASCULINO,ADOLESCENTES,HURTO ABIGEATO,1
BOYACA,PUERTO BOYACA,15572000,SIN EMPLEO DE ARMAS,22/10/2015,FEMENINO,ADULTOS,HURTO ABIGEATO,1
NARINO,PASTO (CT),52001000,SIN EMPLEO DE ARMAS,17/11/2015,FEMENINO,ADULTOS,HURTO ABIGEATO,1
CUNDINAMARCA,LA CALERA,25377000,SIN EMPLEO DE ARMAS,19/11/2015,FEMENINO,ADULTOS,HURTO ABIGEATO,1
CASANARE,NUNCHIA,85225000,SIN EMPLEO DE ARMAS,21/11/2015,MASCULINO,ADULTOS,HURTO ABIGEATO,1
SANTANDER,CIMITARRA,68190000,SIN EMPLEO DE ARMAS,28/10/2015,MASCULINO,ADULTOS,HURTO ABIGEATO,1
SANTANDER,SABANA DE TORRES,68655000,SIN EMPLEO DE ARMAS,07/11/2015,MASCULINO,ADULTOS,HURTO ABIGEATO,1
BOYACA,SAN LUIS DE GACENO,15667000,SIN EMPLEO DE ARMAS,16/11/2015,FEMENINO,ADULTOS,HURTO ABIGEATO,1
CORDOBA,TIERRALTA,23807000,SIN EMPLEO DE ARMAS,18/09/2015,FEMENINO,ADULTOS,HURTO ABIGEATO,1
CESAR,AGUSTIN CODAZZI,20013000,SIN EMPLEO DE ARMAS,22/11/2015,MASCULINO,ADULTOS,HURTO ABIGEATO,1
VALLE,TULUA,76834000,SIN EMPLEO DE ARMAS,17/11/2015,FEMENINO,ADULTOS,HURTO ABIGEATO,1
CESAR,VALLEDUPAR (CT),20001013,SIN EMPLEO DE ARMAS,02/09/2015,MASCULINO,ADULTOS,HURTO ABIGEATO,1
VALLE,TULUA,76834000,SIN EMPLEO DE ARMAS,17/11/2015,MASCULINO,ADULTOS,HURTO ABIGEATO,1
GUAJIRA,FONSECA,44279000,SIN EMPLEO DE ARMAS,23/10/2015,MASCULINO,ADULTOS,HURTO ABIGEATO,1
TOLIMA,IBAGUE (CT),73001000,SIN EMPLEO DE ARMAS,24/11/2015,MASCULINO,ADULTOS,HURTO ABIGEATO,1
CAUCA,EL TAMBO,19256000,SIN EMPLEO DE ARMAS,07/11/2015,MASCULINO,ADULTOS,HURTO ABIGEATO,1
ANTIOQUIA,SAN PEDRO,5664000,SIN EMPLEO DE ARMAS,10/11/2015,MASCULINO,ADULTOS,HURTO ABIGEATO,1
ANTIOQUIA,SAN PEDRO,5664000,SIN EMPLEO DE ARMAS,06/11/2015,MASCULINO,ADULTOS,HURTO ABIGEATO,1
META,PUERTO GAITAN,50568000,SIN EMPLEO DE ARMAS,10/09/2015,MASCULINO,ADULTOS,HURTO ABIGEATO,1
VALLE,TULUA,76834000,SIN EMPLEO DE ARMAS,21/10/2015,MASCULINO,ADULTOS,HURTO ABIGEATO,1
